Course Delivery Mode,Faculty,Currency,Career_Outcomes/path,Currency_Time,Course_Lang,Country,Duration,Website,Part_Time,Blended,Full_Time,Course,Prerequisite_2_grade_2,Online,Availability,Face_to_Face,Prerequisite_1_grade_1,Int_Fees,Offline,Prerequisite_1,Description,Remarks,Level_Code,City,Distance,University,Prerequisite_2,Duration_Time,Local_Fees,FREE TAFE
Apprenticeship,Building and Construction,AUD,civil construction workercivil engineerplant operatorestimatorsite managerforeman,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Civil-Construction/Certificate-III-in-Civil-Construction-Apprenticeship,Yes,No,No,Certificate III in Civil Construction,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"If you are looking to develop a broad range of skills to further your career in the civil construction industry, then the Certificate III in Civil Construction apprenticeship is for you.",,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"1,265.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Civil-Construction/Skills-Uplift-Civil-Construction-Traffic-Management-Pathway-1,Yes,No,No,Skills Uplift - Civil Construction Traffic Management Pathway 1,Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This program provides training on how to implement a traffic management plan and set up traffic control equipment. As more major construction projects come on stream, traffic controllers are in high demand.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,"1,542.80",No
Pre-apprenticeship,Building and Construction,AUD,"apprentice electricianapprentice electrical fitterapprentice air conditioning and refrigeration mechanicrenewable energy systems installerelectrical engineering technician,renewable energy sales and support roles",Years,English,Australia,9.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-II-in-Electrotechnology-Career-Start-Pre-apprenticeship,Yes,No,Yes,Certificate II in Electrotechnology (Career Start),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate II in Electrotechnology (Career Start) is a pre-apprenticeship electrical course, providing an introduction to the electrical/electronics industries in areas such as electrical, renewable energy, air conditioning/refrigeration and instrumentation.",,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"6,140.00",Yes
Pre-apprenticeship,Building and Construction,AUD,"apprentice electricianapprentice electrical fitterapprentice air conditioning and refrigeration mechanicrenewable energy systems installerelectrical engineering technician,renewable energy sales and support roles",Years,English,Australia,9.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-II-in-Electrotechnology-Career-Start-Pre-apprenticeship,Yes,No,Yes,Certificate II in Electrotechnology (Career Start),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate II in Electrotechnology (Career Start) is a pre-apprenticeship electrical course, providing an introduction to the electrical/electronics industries in areas such as electrical, renewable energy, air conditioning/refrigeration and instrumentation.",,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"6,140.00",Yes
Pre-apprenticeship,Building and Construction,AUD,"apprentice electricianapprentice electrical fitterapprentice air conditioning and refrigeration mechanicrenewable energy systems installerelectrical engineering technician,renewable energy sales and support roles",Years,English,Australia,9.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-II-in-Electrotechnology-Career-Start-Pre-apprenticeship,Yes,No,Yes,Certificate II in Electrotechnology (Career Start),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Certificate II in Electrotechnology (Career Start) is a pre-apprenticeship electrical course, providing an introduction to the electrical/electronics industries in areas such as electrical, renewable energy, air conditioning/refrigeration and instrumentation.",,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Weeks,"6,140.00",Yes
Traineeship,Building and Construction,AUD,apprentice electricianapprentice electrical fitterapprentice air conditioning and refrigeration mechanicrenewable energy systems installerelectrical engineering technicianrenewable energy sales and support roles,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-II-in-Electrotechnology-Career-Start-VET-Delivered-to-Secondary-Students,Yes,No,No,Certificate II in Electrotechnology (Career Start),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate II in Electrotechnology (Career Start) UEE22011 offers secondary school students a chance to develop competencies for a work entry program providing grounding in safety, and basic skills and knowledge for work in any electrotechnology industry.",,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Traineeship,Building and Construction,AUD,apprentice electricianapprentice electrical fitterapprentice air conditioning and refrigeration mechanicrenewable energy systems installerelectrical engineering technicianrenewable energy sales and support roles,Years,English,Australia,2.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-II-in-Electrotechnology-Career-Start-VET-Delivered-to-Secondary-Students,Yes,No,No,Certificate II in Electrotechnology (Career Start),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This Certificate II in Electrotechnology (Career Start) UEE22011 offers secondary school students a chance to develop competencies for a work entry program providing grounding in safety, and basic skills and knowledge for work in any electrotechnology industry.",,CERTII,Melbourne,No,Holmesglen Institute,IELTS,Years,NoLocalFee,No
Apprenticeship,Building and Construction,AUD,Licenced electrical fitter,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-III-in-Electrical-Fitting-Apprenticeship,Yes,No,No,Certificate III in Electrical Fitting,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This course is the prerequisite for eligibility of the Energy Safe Victoria Electrical Fitter's Licence and provides the background knowledge and skills required for successful work in the electrical manufacturing industry.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"5,568.00",No
Apprenticeship,Building and Construction,AUD,Licenced electrical fitter,Years,English,Australia,3.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-III-in-Electrical-Fitting-Apprenticeship,Yes,No,No,Certificate III in Electrical Fitting,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This course is the prerequisite for eligibility of the Energy Safe Victoria Electrical Fitter's Licence and provides the background knowledge and skills required for successful work in the electrical manufacturing industry.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"5,568.00",No
Apprenticeship,Building and Construction,AUD,Electrician,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-III-in-Electrotechnology-Electrician-Apprenticeship,Yes,No,No,Certificate III in Electrotechnology Electrician,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Electrotechnology Electrician is the course you need to complete before you can sit for Energy Safe Victoria's Electrician's Licence and provides the background knowledge and skills required for successful work in the electrical industry.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"5,280.00",No
Apprenticeship,Building and Construction,AUD,Electrician,Years,English,Australia,4.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Certificate-III-in-Electrotechnology-Electrician-Apprenticeship,Yes,No,No,Certificate III in Electrotechnology Electrician,Na,No,D,Yes,,NoIntFee,Yes,ATAR,The Certificate III in Electrotechnology Electrician is the course you need to complete before you can sit for Energy Safe Victoria's Electrician's Licence and provides the background knowledge and skills required for successful work in the electrical industry.,,CERTIII,Melbourne,No,Holmesglen Institute,IELTS,Years,"5,280.00",No
Normal,Building and Construction,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Construction-Induction-Card-White-Card-course,Yes,No,No,Construction Induction Card,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This is an initial induction course to allow access to construction sites where a site-specific induction is carried out.  This course provides employees with basic Occupational Health and Safety knowledge that they will need prior to commencing work on construction sites.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Day,160,No
Normal,Building and Construction,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Construction-Induction-Card-White-Card-course,Yes,No,No,Construction Induction Card,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This is an initial induction course to allow access to construction sites where a site-specific induction is carried out.  This course provides employees with basic Occupational Health and Safety knowledge that they will need prior to commencing work on construction sites.,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Day,160,No
Normal,Building and Construction,AUD,None,Years,English,Australia,10.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Introduction-to-Programmable-Logic-Controllers-PLC,Yes,No,No,Introduction to Programmable Logic Controllers (PLC),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Introduction to Programmable Logic Controllers (PLCs) course is designed for people who have minimal to no experience in PLCs. You will develop an understanding of the process of development, installation and testing of PLCs for a system requiring discrete control functions.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Weeks,805,No
Normal,Building and Construction,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Registered-Electrical-Contractor,Yes,No,No,Registered Electrical Contractor,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This course is designed to assist Electrician's Licence holders ( 'A' Grade Licence) to apply for a Registered Electrical Contractors Licence (REC) with Energy Safe Victoria. It is recommended that you contact Energy Safe Victoria to assess your suitability for a Registered Electrical Contractors Licence (REC).,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Weeks,700,No
Normal,Building and Construction,AUD,None,Years,English,Australia,1.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Registered-Electrical-Contractor,Yes,No,No,Registered Electrical Contractor,Na,No,D,Yes,,NoIntFee,Yes,ATAR,This course is designed to assist Electrician's Licence holders ( 'A' Grade Licence) to apply for a Registered Electrical Contractors Licence (REC) with Energy Safe Victoria. It is recommended that you contact Energy Safe Victoria to assess your suitability for a Registered Electrical Contractors Licence (REC).,,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Weeks,700,No
Normal,Building and Construction,AUD,None,Years,English,Australia,5.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Restricted-Electrical-Workers-Licence-Class-2-Appliances,No,No,Yes,Restricted Electrical Workers Licence-Class 2 (Appliances),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Restricted Electrical Workers Licence - Class 2 (Appliances) course is designed for those needing to disconnect and reconnect equipment associated with their primary trade, vocation or occupation, such as licensed tradespersons or people holding a relevant CPC32413 Certificate III in Plumbing.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,995,No
Normal,Building and Construction,AUD,None,Years,English,Australia,5.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Restricted-Electrical-Workers-Licence-Class-2-Motors,Yes,No,No,Restricted Electrical Workers Licence-Class 2 (Motors),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"The Restricted Electrical Workers Licence - Class 2 (Motors) is designed for those needing to disconnect and reconnect equipment associated with their primary trade, vocation or occupation, such as licensed tradespersons or people holding a relevant certificate III in mechanical fitting.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,995,No
Normal,Building and Construction,AUD,None,Years,English,Australia,5.0,https://holmesglen.edu.au/Courses/Building-and-Construction/Electrical/Restricted-Electrical-Workers-Licence-Class2-Refrigeration-and-Air-conditioning,Yes,No,No,Restricted Electrical Workers Licence-Class2 (Refrigeration and Air-conditioning),Na,No,D,Yes,,NoIntFee,Yes,ATAR,"This course is designed for people needing to disconnect and reconnect equipment associated with their primary trade, vocation or occupation, such as licensed tradespersons or people holding a relevant Certificate III or Refrigeration and Air Conditioning qualification.",,SHORT COURSES,Melbourne,No,Holmesglen Institute,IELTS,Days,995,No
